id,tratamiento,edad,escolaridad,tamano_hogar,zona_rural,linea_base_consumo,comidas_dia,dias_sin_comida,variedad_dieta,gasto_alimentos,come_proteina,reservas_grano,consumo_total,consumo_no_alimentario,gasto_salud,gasto_educacion,gasto_vestido,valor_activos,tiene_refrigerador,tiene_bicicleta,num_animales,valor_herramientas,tiene_celular,calidad_vivienda,tiene_tierra,valor_ahorro,indice_estres,dias_ansiedad,satisfaccion_vida,calidad_sueno,apoyo_social,autoeficacia,optimismo_futuro,dias_animo_bajo,concentracion,energia_diaria,relaciones_familiares,sentido_control,ingreso_mensual,ingreso_laboral,ingreso_negocio,ventas_mes,horas_trabajadas,num_empleos,estabilidad_empleo,anios_escolaridad_hijos,asistencia_escolar,gasto_utiles,tareas_supervisadas,dias_falta_escuela,repitio_anio,calificacion_promedio,libros_hogar,horas_estudio,inscrito_secundaria
709,0,42,14,4,0,3238,NA,2,57.4,1638,1,54.2,NA,1757,2118,NA,1056,1960,0,1,4,1615,1,33.13,1,505,46.75,7,51.73,41.9,57.69,75.25,52.34,3,71.88,50.36,52.94,57.54,2617,2262,3155,2591,54.94,3,37.35,51.41,0,1494,61.01,NA,1,41.64,3,56.49,0
710,0,44,9,5,1,1460,48.94,3,63.93,1616,0,54.13,1870,901,NA,1945,1546,1744,0,0,3,1395,0,44.07,NA,793,41.8,0,62.61,54.54,44.52,52.24,59.2,3,52.8,NA,NA,48.69,3527,2314,NA,3220,56.68,1,42.75,24.46,0,925,48.26,4,1,25.36,0,19.91,0
711,1,42,6,2,1,2458,47.21,2,40.8,1564,1,31.14,1624,1800,929,1765,NA,1886,0,1,3,1563,0,71.6,0,NA,48.09,2,NA,64.12,44.39,53.9,51.34,2,NA,38.85,53.48,52.07,1723,NA,1532,1070,NA,4,37.23,64.66,1,3713,54.91,1,0,50.91,4,61.87,0
712,1,47,11,3,1,2071,NA,1,60.4,3817,1,49.53,1473,1974,1571,1279,3079,816,1,1,2,1913,1,40.77,1,1000,55.66,4,42.84,48.61,48.14,60.16,29.09,NA,30.33,48.91,41.89,52.29,2008,1239,1964,2506,59.69,3,NA,39.26,1,1137,51.59,3,1,42.02,0,41.94,0
713,0,28,16,3,0,5521,59.77,2,58.84,3187,0,47.19,1528,1662,1091,2004,2695,1335,NA,0,1,282,1,53.31,1,281,52.67,2,65.11,62.95,28.47,25.48,NA,6,50.95,51.01,52.43,36.07,1828,1650,2516,3153,40.14,2,59.74,50.37,0,2288,64.92,2,0,43.35,5,66.48,0
714,0,44,6,5,1,2022,46.49,2,58.14,1691,0,NA,2085,1035,1662,2235,682,775,1,0,0,1037,0,51.62,1,360,50.6,3,45.49,78.39,56.77,50.01,58.79,3,44.28,53.35,47.73,57.7,1372,1370,NA,891,63.16,1,47.72,42.15,0,828,46.5,4,0,44.4,3,55.74,1
715,1,18,2,5,1,767,63.06,2,54.86,2522,1,62.15,1179,1287,3287,1311,347,887,0,0,NA,NA,0,47.53,1,707,65.43,4,NA,48.21,63.34,43.99,53.9,2,53.61,34.25,49.88,52.91,1139,667,933,854,34.02,3,54.04,50.92,0,1431,NA,4,NA,NA,2,NA,0
716,0,39,12,4,1,3100,59.59,2,NA,1469,1,68.85,NA,2448,3169,4823,2650,544,0,0,2,697,0,45.16,1,1360,56.48,3,53.28,40.39,43.18,29.34,NA,4,53,44.32,31.97,44.49,700,1098,944,1548,NA,2,50.51,81.36,1,NA,NA,0,NA,59.06,7,79.7,1
717,0,32,3,5,1,426,NA,4,35.4,870,1,NA,697,1474,1421,2183,690,1042,0,0,NA,552,0,NA,1,2314,38.96,2,50.13,50.16,55.61,NA,41.43,4,55.97,41.54,40.02,NA,684,378,NA,366,53.17,1,42.2,32.99,1,828,30.88,NA,1,45.25,0,35.58,0
718,0,64,5,6,1,1807,42.11,6,26.19,948,1,50.57,1723,757,1866,1211,1002,1898,0,NA,NA,1151,1,57.96,NA,NA,48.45,6,63.87,58.5,54.52,40.16,32.71,5,NA,NA,36.06,52.53,2761,974,3204,2992,48.74,3,39.49,46.2,1,2965,NA,5,0,47.52,3,54.51,0
719,1,52,9,4,0,1155,57.57,1,43.3,2087,0,37.98,1901,525,1092,889,1281,717,1,1,2,1257,1,48.34,0,900,46.4,5,NA,47.94,59.72,52.35,NA,3,59.18,48.25,56.05,58.16,2149,992,1131,1586,NA,0,56.38,57.46,1,1682,61.4,3,0,48.68,6,NA,0
720,0,34,0,4,1,1344,NA,2,39.13,719,1,52.99,1162,831,995,1135,1498,534,1,0,4,548,1,53.17,0,832,69,5,55.13,NA,28.25,50.25,48.38,1,50.85,NA,46.7,46.58,1823,1395,997,1305,53.12,2,52.41,45.6,1,1366,54.75,2,1,53.79,1,45.23,0
721,0,37,6,8,0,3045,45.38,2,58.13,1697,0,NA,NA,1263,872,1066,1180,1200,1,NA,2,767,1,45.02,1,529,59.14,3,45.68,65.61,NA,47.3,55.68,2,53.43,57.35,43.68,NA,1615,1028,927,1060,54.07,4,30.38,NA,1,1076,55.69,2,NA,42.13,5,53.48,1
722,0,41,10,4,1,1393,37.15,7,29.88,964,0,35.63,1302,688,610,923,394,1355,0,0,0,1941,1,22.5,0,641,63.16,5,60.3,42.94,44.05,50.27,36.32,7,NA,35.36,49.62,47.46,1406,997,1010,1082,13.56,2,13.6,46.53,1,409,39.77,5,NA,54.31,3,34.52,1
723,0,27,5,2,1,2618,41.14,3,53.2,2154,0,53.25,892,2041,3659,1729,1378,744,1,NA,4,2303,NA,41.07,NA,1011,49.46,3,48.4,57.08,60.23,39.88,NA,1,55.81,53.08,44.03,53.59,1369,793,3171,2236,72.1,2,NA,60.63,1,1343,47.65,3,1,53.83,3,63.18,NA
724,0,26,9,6,0,1797,67.33,3,39.03,1959,1,NA,NA,1146,1090,630,2229,1571,0,1,3,1666,1,56.47,0,2405,53.81,2,46.04,28.47,51.18,40.97,48.82,5,NA,58.23,34.5,37.23,2220,1913,2365,2910,52.44,NA,37.11,53.39,0,1195,43.51,5,1,54.88,2,44.57,1
725,1,32,8,4,1,2379,49.41,2,57.43,3394,1,57.76,2860,831,1308,740,2277,595,0,0,2,722,1,54.92,0,999,55.43,3,41.33,42.83,38.55,50.24,43.43,3,50.25,51.84,64.97,33.31,2603,1691,2778,1522,28.97,2,68.48,NA,0,2078,28.55,5,1,35.62,0,50.86,0
726,0,65,16,2,1,5624,60.92,1,75.5,2582,0,50.87,2844,2446,1713,3811,2230,869,1,0,2,770,1,NA,1,NA,50.37,4,47.68,60.74,42.73,57.32,NA,3,65.31,40.91,49.81,28.45,1078,1847,887,1375,58.23,3,57.53,73.43,1,2866,61.04,1,1,NA,5,60.85,NA
727,0,43,8,1,1,2565,NA,4,72.22,1043,0,65.28,874,746,509,1727,523,1622,NA,0,3,1390,1,66.75,NA,1105,50.15,3,49.78,48.8,47.8,51.77,52.6,6,46.53,65,51.83,22.58,1601,1152,1304,1278,41.14,3,38.68,55.56,0,1637,53.54,1,1,59.77,4,56.35,0
728,1,48,0,7,0,1630,53.75,4,54.67,1088,0,44.46,1792,766,1193,1818,1278,2437,0,1,NA,4664,1,61.23,0,2088,48.3,4,33.01,NA,44.62,52.06,41.84,5,NA,34.64,48.99,44.04,1243,982,NA,690,61.18,NA,49.83,36.42,0,602,32.97,4,0,58.73,2,42.45,0
729,0,41,13,3,1,2579,34.97,NA,50.48,905,0,32.39,1579,610,2814,1523,1697,3022,1,1,5,1949,1,52.04,1,1428,57.55,4,64.59,57.13,52.48,63.66,NA,3,66.16,52.63,53.07,NA,781,NA,896,1222,64.5,2,65.35,58.52,1,3115,65.39,3,NA,62.58,5,58.63,0
730,1,22,5,6,1,1620,NA,3,35.05,980,0,46.26,1631,1845,3176,2571,2453,1356,1,1,4,1869,1,53.99,NA,NA,46.68,2,52.95,60.3,47.71,49.05,68.69,2,43.12,47.87,50.85,59.15,3273,6067,3033,4457,54.24,NA,66.77,NA,0,1392,41.06,5,1,62.25,4,50.55,0
731,1,41,6,4,1,906,27.31,NA,54.04,NA,0,36.84,NA,328,764,1696,727,2305,1,0,5,446,1,52.61,0,2830,61.4,6,NA,60.98,34.23,48.51,NA,4,54.42,42.47,50.06,43.54,776,833,780,828,57.17,0,26.81,51.47,0,415,34.5,7,1,33.36,1,34.24,0
732,1,53,6,10,0,1813,NA,1,55.84,2151,NA,55.97,NA,986,1830,944,1678,1554,1,NA,6,1417,1,72.65,0,1964,45.81,0,50.22,69.14,52.26,64.38,38.18,1,63.71,42.64,NA,39.42,1218,785,998,688,55.25,1,54.68,NA,1,NA,61.39,2,1,58.04,1,40.08,0
733,0,44,4,8,1,562,50.19,4,48.32,755,0,61.28,912,589,1520,1006,552,514,0,1,1,601,1,48.25,NA,601,67.65,3,49.07,54.14,NA,29.31,37.46,2,45.22,NA,53.03,33.89,1015,738,392,397,37.87,NA,39.15,54.38,0,1282,41.86,3,1,46.7,2,53.35,0
734,0,18,11,4,1,1918,32.5,3,49.17,769,0,34.13,883,2201,1133,3356,902,1573,1,1,4,1849,0,52.71,1,1226,49.71,2,24,NA,64.84,41.06,NA,2,52.26,55.65,41.29,66.65,NA,2734,1078,1323,65.45,4,49.59,67.54,0,3745,80.73,0,0,62.15,5,54.4,1
735,0,43,9,10,1,1630,56.87,3,22.98,1654,0,45.71,803,1143,3335,3961,1143,645,0,0,1,982,0,34.93,1,805,56.72,4,53.63,51.6,57.54,63.33,62.3,3,48.5,72.41,44.19,42.34,350,450,NA,510,35.89,2,47.81,51.31,0,2060,56.93,4,0,48.3,2,NA,0
736,1,27,9,8,1,1571,35.46,6,35.92,3802,0,60.84,2076,2059,4703,1380,1732,1059,1,0,0,1153,1,55.89,1,994,58.08,3,57.85,NA,47.37,65.44,56.04,3,50.87,39.39,61.46,42.66,1693,1862,941,2245,37.08,5,30.91,37.95,0,429,25.23,3,0,32.74,1,39.52,0
737,0,30,3,7,1,1580,39.67,3,35.92,813,1,NA,NA,1467,1455,1787,1180,NA,1,NA,3,495,1,41.2,0,965,48.18,2,61.23,55.1,54.82,56.94,54.25,5,57.81,NA,55.29,56.36,3083,1476,2815,NA,NA,2,NA,36.43,0,1139,38.57,5,1,43.09,2,50.76,0
738,0,43,12,3,0,1303,37.26,2,52.92,5374,1,49.13,1308,1339,744,644,1046,1263,0,0,4,2206,1,46.61,1,1926,66.3,4,NA,39.32,NA,57.5,55.71,3,48.94,52.39,54.64,52.27,1759,1403,1204,2123,59.89,6,46.35,55.72,1,830,36.81,4,1,53.81,5,55.17,0
739,0,38,11,3,1,1470,65.75,4,45.31,1004,0,47.27,2483,1015,3531,6655,3018,1427,0,0,3,3383,0,54.31,0,NA,43.1,5,NA,61.17,52.7,36.34,55.83,2,NA,44.59,NA,64.19,1827,1899,2254,1789,42.85,3,40.1,60.42,0,1247,56.09,2,1,56.36,3,51.86,0
740,1,19,13,5,0,4000,51.44,7,57.41,839,1,46.07,1941,1055,1464,1650,NA,3268,1,0,5,1379,1,63.39,NA,NA,46.77,2,41.23,58.06,53.89,46.98,49.79,1,37.45,47.19,50.82,61.84,1763,1785,NA,2453,54.58,6,54.4,55.4,0,1602,50.64,4,1,NA,4,68.69,0
741,1,39,3,8,1,1529,32.99,6,53.62,1192,0,61.54,723,608,906,533,1583,2732,1,1,NA,1202,1,39.33,0,2028,48.08,2,43.66,34.34,39.97,NA,43.01,3,48.64,70.67,52.83,50.51,1065,794,926,600,50.67,3,NA,75.97,1,1746,66.84,1,1,56.84,4,57.62,NA
742,0,54,7,5,1,2848,NA,2,47.58,1051,0,44.18,1037,1690,1053,1284,1606,481,0,0,0,1309,1,44.24,0,785,39.15,3,NA,54.51,NA,42.14,64.97,2,48.92,61.81,NA,53.03,897,1551,1299,1330,58.61,3,73.1,38.19,0,818,46.08,3,1,37.69,2,NA,0
743,0,75,4,7,0,939,44.89,4,39.35,2977,1,54.57,2924,1120,1437,1406,1381,1777,1,1,2,1429,0,51.17,1,810,49.65,2,29.69,53.58,47.23,45.12,37.58,4,44.73,46.01,35.61,39.22,1158,938,889,773,53.13,NA,38.96,NA,1,1803,49.76,6,1,55.21,1,57.18,1
744,1,41,5,2,1,1849,50.69,4,55.22,2035,1,69.47,2288,2994,1196,1193,4872,1714,1,1,3,1061,1,59.45,1,1841,50.16,1,51.83,60.94,76.67,75.57,61.82,1,NA,66.96,59.57,68.77,4622,3391,5416,8181,48.02,4,61.73,NA,1,1962,46,3,1,40.97,2,43.36,0
745,1,38,10,1,0,1961,38.85,5,47.17,1767,0,60.11,1257,977,2294,1577,1079,NA,NA,1,6,NA,1,53.03,0,3418,NA,4,36.36,40.77,40.23,42.23,62.56,6,45.86,43.18,46.19,67.25,2235,1401,2363,1779,52.14,4,60.78,70.27,1,1281,63.45,1,0,51.9,4,41.13,1
746,1,30,7,1,1,4358,65.77,0,59.22,1224,0,NA,2193,975,1265,2444,1582,876,1,NA,4,NA,1,59.96,NA,863,47.85,3,NA,40.92,45.08,47.96,58.48,3,47.01,63.88,41.1,44.77,1862,1454,2343,1666,70.47,NA,86.07,67.57,0,1780,59.21,4,1,58.14,4,55.07,1
747,0,41,6,7,0,2243,51.48,4,67.04,1741,1,48.32,2433,1367,3756,3824,1710,1537,0,1,4,1869,1,66.37,0,1214,51.19,4,41.16,61.53,NA,56.7,61.78,4,55.8,55.25,61.46,43.75,1590,3119,NA,3137,63.39,6,59.46,43.32,0,6871,67.48,2,NA,69.28,5,69,1
748,0,55,7,1,0,3909,56.3,4,41.8,881,NA,62.63,1623,604,1869,1557,1062,782,0,0,1,1900,0,NA,0,1229,NA,4,53.28,47.34,59.1,30.59,51.78,5,58.01,52.41,64.07,37.64,NA,3375,2950,3884,63.09,4,61.3,48.21,1,1311,38.76,1,NA,47.58,4,44.77,1
749,0,53,14,5,1,2267,49.61,4,49.49,1059,1,76.17,1475,821,1310,1074,1592,NA,0,0,1,NA,1,51.31,NA,1039,52.27,NA,65.49,NA,52.16,59.34,60.5,7,57.38,39.99,54.21,49.63,580,510,546,456,49.9,4,37,33.81,NA,1622,52.1,NA,1,52.33,2,NA,0
750,1,38,4,3,1,1299,37.66,2,66.55,1448,1,50.1,756,NA,1387,1857,NA,NA,0,1,4,1528,1,53.33,NA,1507,48.38,2,45.53,55.94,65.74,51.7,NA,4,71.89,54.83,NA,60.81,1140,898,865,1445,57.53,3,45.47,76.85,0,NA,63.83,0,0,68.84,6,50.16,NA
751,1,46,4,4,1,1062,24.06,6,37.53,654,0,37.96,2294,4556,1176,4560,2253,1852,0,0,4,3591,0,49.82,1,1849,32.92,3,65.25,50.43,NA,57.98,41.97,4,44.83,63.31,50.57,63.53,NA,3045,2725,2458,80.89,4,56.07,47.29,0,1064,65.74,2,0,53.51,3,53,1
752,1,29,10,2,1,3360,50.03,NA,56.37,1490,NA,65.64,1036,1407,893,NA,1200,1571,1,1,3,NA,1,47.2,0,2647,52.61,3,48.05,47.11,41.78,NA,43.65,3,53.96,NA,54.84,35.94,NA,NA,NA,1676,68.92,7,48.15,52.66,1,2885,56.05,2,0,48.99,3,53.87,1
753,1,55,12,5,1,3142,29.5,2,60.49,5954,1,60.62,1893,1553,876,2884,2028,1838,1,0,5,1554,0,59.62,0,2260,58.19,6,57.38,51.64,35.26,45.82,54.87,0,43.88,57.67,33.23,44.82,NA,1822,1253,1240,52.64,4,51.85,48.75,1,1882,44.5,4,0,54.27,3,30.82,1
754,0,45,13,4,0,1321,24.03,0,28.65,1508,1,58.06,3297,3016,3035,NA,2959,852,1,1,3,NA,0,44.01,NA,NA,55.77,3,39.48,51.34,49.83,42.43,58.43,NA,NA,48.62,59.07,38.33,1104,623,742,535,52.72,2,48.59,31.97,0,482,30.34,5,1,NA,0,18.92,NA
755,0,38,6,1,1,5555,54.58,2,71.65,1344,1,44.69,NA,1642,NA,1516,NA,2793,1,1,6,2746,1,54.54,0,1094,35.26,4,65.92,46.17,37.15,26.76,64.52,2,36.61,NA,45.86,48.76,2265,2067,NA,2863,47.85,4,58.98,NA,1,3809,66.37,0,0,61.96,5,80.3,1
756,0,52,7,4,0,1060,43.84,5,30.63,384,0,42.89,1707,400,2092,NA,1794,NA,0,0,4,1131,0,49.72,0,1413,54.36,3,39.2,30,NA,34.58,53.36,NA,49.11,33.97,68.1,NA,803,606,450,586,52.23,NA,39.99,41.7,0,595,30.17,5,1,23.63,0,43.44,1
757,1,49,-0,4,1,1679,34.35,4,49.22,1662,1,46.77,1817,1945,1183,1657,1499,NA,NA,1,2,924,0,46.31,0,1845,49.7,2,51.41,54.96,50.55,39.93,42.13,4,48.12,58.89,63.83,32.74,2356,4434,2209,2251,60.16,3,57.31,38.35,1,693,39.28,4,1,46.84,2,48.6,0
758,0,47,5,3,1,1127,47.93,3,50.69,716,1,33.03,NA,1858,1741,1623,2601,2473,0,1,4,1830,1,NA,1,1984,51.39,1,57.52,51.65,NA,64.29,NA,3,36.38,51.98,52.83,56.17,1326,1805,NA,2224,44.68,5,52.07,NA,0,1878,57.64,0,1,64.55,2,60.51,0
759,1,36,7,3,1,3096,59.82,6,45.35,716,0,49.73,1047,1696,1039,962,702,1080,1,1,5,1669,1,51.18,0,NA,40.12,2,63.21,61.95,56.68,37.75,NA,4,60.76,50.87,50.14,64,817,1011,NA,929,43.59,5,43.04,41.08,0,1384,66,2,0,39.99,3,62.73,0
760,0,36,13,4,0,3182,55.68,2,62.75,1902,1,56.82,1834,2135,1025,1637,964,1129,0,0,4,3328,1,56.26,1,NA,51.96,4,56.06,58.89,66.65,57.02,36.13,3,48.84,49.72,58.17,53.16,1456,NA,1528,1675,27.39,4,52.15,58.62,0,1915,69.73,1,NA,46.35,3,50.35,0
761,0,51,10,2,1,891,43.97,4,47.09,3064,1,61.6,1068,951,986,474,1762,1078,0,0,2,1668,0,33.31,0,NA,59.31,1,63.42,46.16,55.57,46.58,49.11,5,44.92,54.06,60.31,41.91,1697,2199,1855,1602,45.67,2,45.25,52.68,1,276,54.67,5,1,44.64,0,48.66,0
762,0,43,4,1,1,4936,48.7,5,48.03,599,1,52.83,1872,3462,NA,1334,5861,1551,1,1,NA,1748,0,34.84,1,NA,55.12,3,57.89,53.4,69.63,56.12,53.42,1,53.88,59.98,67.84,45.67,1279,1600,NA,1488,63.97,3,40.71,63.46,1,2957,66.58,1,0,61.09,3,55.78,1
763,0,48,3,2,0,585,NA,5,35.98,1187,0,NA,1853,346,1567,1555,909,752,1,1,1,558,0,36.32,NA,641,65.88,NA,60.79,51.61,46.23,66.68,38.72,4,46.39,40.78,47.19,54.11,2817,1229,1030,875,50.37,2,40.96,49.52,1,2180,54.98,1,1,60.87,5,56.37,1
764,1,18,8,6,0,3506,50.94,4,60.05,4915,1,52.54,1368,724,632,1010,1252,2604,0,0,4,2139,1,59.03,1,1513,42.39,0,56.69,59.53,NA,50.9,43.2,4,38.58,38.82,47.83,46.63,1663,1288,1649,728,69.84,8,63.98,65.1,NA,4152,64.9,3,1,64,3,NA,1
765,1,39,8,3,0,3025,52.89,0,81.17,2554,1,56.39,2207,940,663,1428,NA,1246,0,0,0,1576,1,36.46,0,1152,37.09,2,46.14,61.07,67.45,73.4,66.88,1,44.62,63.93,55.12,57.01,1751,NA,NA,2065,56.89,2,66.26,71.48,0,3095,45.74,3,NA,51.43,4,62.41,1
766,0,46,12,2,0,990,43.68,3,61.37,1126,NA,40.67,708,838,784,946,1039,563,NA,0,1,NA,0,37.41,NA,979,57.53,4,NA,NA,52.28,54.3,59.04,4,46.88,50.79,NA,NA,578,1243,NA,1364,NA,0,46.13,44.18,1,618,49.06,5,0,52.99,4,41.51,0
767,1,56,4,3,1,943,NA,5,59.3,1712,1,46.56,1728,547,1089,1755,660,NA,0,1,5,1675,NA,55.98,1,2348,58.85,3,52.56,49.3,NA,65.79,54.4,2,57.5,63.13,66.28,58.98,1476,966,1414,1730,47.01,1,40.77,64.58,0,1356,64.84,2,0,64.4,4,69.29,1
768,0,41,6,3,1,1465,60.78,4,50.35,3843,1,57.46,3855,2564,1847,2535,NA,NA,0,1,3,1281,1,50.03,0,1593,41.54,4,46.74,44.51,NA,49.61,36.2,2,52.25,54.47,57.77,48.03,1130,871,1189,839,NA,0,48.6,42.35,NA,733,52.35,6,0,48.14,4,60.27,0
769,0,51,4,6,0,6120,60.13,2,44.5,1482,1,59.13,1229,1393,692,1195,1623,2468,NA,1,NA,2373,0,72.65,0,4015,64.89,3,50.5,46.82,43.95,27.36,41.14,4,43.16,33.08,46.95,NA,1500,1011,NA,1999,54.94,3,59.33,35.9,1,1607,65.53,2,1,33.56,3,55.29,NA
770,0,21,10,4,1,3339,34.74,5,38.4,853,0,48.58,2037,1393,1705,1778,1511,NA,1,0,3,1096,0,46,0,1922,46,4,78.85,54.73,60.28,64.76,66.67,5,51.3,61.37,NA,44.57,NA,NA,1566,796,59.22,NA,36.24,64.73,0,1900,57.56,4,1,47.75,3,65.89,0
771,1,34,9,5,1,5580,NA,2,NA,1920,NA,NA,1095,3419,1872,3291,2759,1566,0,0,2,497,1,60.88,1,1019,54.21,6,49.86,52.99,37.52,62.42,41.15,5,NA,69.33,NA,47.57,1009,2270,1397,2629,51.4,6,57.35,59.92,NA,2157,59.21,4,1,NA,1,44.37,1
772,0,25,11,4,1,1671,47.04,3,46.7,1563,1,46.42,2477,2685,3480,1788,2481,692,0,1,1,968,0,45.65,1,NA,55.85,NA,NA,38.39,62.69,NA,48.36,3,56.05,49.34,50.11,36,NA,2852,NA,4455,51,4,58.26,57.18,0,2008,60.48,1,0,56.75,8,66.03,NA
773,1,31,7,4,0,1326,51.19,4,38.62,1104,1,54.26,1011,843,NA,1224,1184,1360,1,1,6,4047,0,46.07,NA,1560,59.39,4,40.44,62.76,54.04,58.88,54.41,2,59.91,57.65,46.89,47.64,1533,1446,1571,1629,55.07,4,39.26,70.14,0,431,46.37,3,1,43.89,1,57.35,0
774,0,21,13,1,0,6190,47.75,0,60.2,4708,0,73.04,2221,NA,2455,2526,2247,1387,1,NA,6,3181,1,57.16,0,5800,55,6,60.75,49.6,49.74,48.11,55.06,1,47.62,64.5,43.91,57.35,661,862,1073,937,40.73,6,NA,49.04,1,NA,51.42,3,0,58.92,NA,53.7,1
775,1,40,12,5,0,1991,NA,3,63.88,NA,1,47.69,1715,1308,2363,1251,1211,2458,1,1,5,1742,1,63.53,1,3381,47.96,2,50.53,NA,57.48,43.41,52.99,2,63.88,52.81,58.89,39.13,1576,1788,1092,2334,53.37,4,67.47,54.86,0,1740,59.77,4,0,50.05,4,33.6,0
776,1,26,8,9,1,1019,60.01,NA,41.86,1474,0,NA,1720,706,680,501,927,969,1,NA,2,680,0,43.69,0,781,NA,1,61.71,43.62,NA,38.15,33.76,3,35.67,60.85,50.33,53.7,1033,1615,849,727,NA,4,48.14,33.51,1,NA,39.6,6,1,30.67,0,NA,1
777,0,36,6,2,0,722,59.22,7,32.54,1260,0,50.97,1802,1184,1797,4125,1822,2412,1,0,3,1608,0,33.8,0,1064,60.21,2,60.79,43.21,NA,33.89,35.56,3,57,44.34,62.33,26.96,740,676,502,709,55.69,3,45.3,46.92,1,1643,41.07,3,0,49.81,1,56.2,0
778,0,70,7,6,0,1825,NA,2,51.19,492,1,46.33,2099,1086,1339,984,1109,1697,1,0,4,609,1,57.93,0,NA,44.65,4,55.71,46.49,40.62,51.82,55.79,3,61.92,56.48,55.63,57.07,1649,2353,2459,1224,48.78,4,49.38,44.77,1,1512,64.46,4,0,56.49,2,47.3,0
779,0,37,11,5,0,3843,63.86,4,56.98,6124,1,42.83,NA,678,1065,1495,1387,3675,0,0,3,1946,0,72.42,1,NA,49.12,3,52.97,52.62,43.36,49.74,65.78,4,34.64,NA,54.55,59.2,1415,1721,2572,3424,44.65,3,56.62,51.08,1,1165,55.1,2,1,44.31,2,58.06,0
780,0,36,5,3,1,1949,41.67,1,38.56,4151,1,41.54,907,1059,826,651,537,991,NA,1,4,1661,1,53.15,1,1126,54.23,4,45.54,55.59,16.63,38.75,37,4,58.32,NA,NA,54.86,2503,620,1212,563,40.81,3,49.96,48.73,0,1199,40.13,2,1,54.1,3,52.04,0
781,1,18,8,1,0,3534,43.51,3,63.02,1135,0,59.5,3693,NA,1674,3018,3916,1075,NA,1,3,NA,NA,62.9,0,1387,52.08,4,37.21,39,51.05,54.9,47.91,0,42.97,41.7,51.2,51.16,1361,1600,1010,1511,32.9,3,60.46,62.19,1,4033,65.57,2,0,64.84,4,65.97,0
782,0,50,10,7,0,1823,NA,3,45.19,2247,1,52.44,NA,NA,510,1176,439,1109,1,1,2,1229,0,54.27,0,1199,NA,2,46.56,48.8,56.26,63.37,NA,2,44.29,44.66,48.12,49.6,NA,1328,1742,1528,57.06,7,46.02,36.3,1,2812,41.93,3,1,61.89,4,59.14,0
783,0,54,9,3,0,7183,50.65,4,32.54,1394,0,73.87,575,2426,1088,1184,NA,515,1,0,3,709,1,43.44,0,NA,49.94,4,41.66,36.81,63.33,68.21,51.78,2,62.28,48.84,60.44,51.02,1880,1319,1741,2589,46.38,1,63.79,79.19,0,2149,NA,0,NA,47.98,4,48.71,1
784,0,48,2,4,1,2604,41.38,5,54.14,4012,0,59.95,NA,1620,1053,745,1173,1551,NA,1,2,1528,1,59.58,1,1461,69.39,NA,37.73,53.47,69.72,61.05,40.01,5,48.36,34.73,37.06,55.7,1237,1423,NA,1313,53.54,4,34.26,47.07,1,1640,54.49,5,NA,57.77,4,48.37,NA
785,1,24,5,2,1,1123,NA,5,43.76,570,0,37.25,NA,590,1858,1094,925,2074,1,0,2,1057,1,56.94,1,NA,47.69,6,NA,51.26,51.07,47.9,31.63,4,50.6,45.29,37.01,34.19,1166,1217,578,744,59.61,4,52.82,36.54,0,846,33.18,7,1,35.7,3,47.18,0
786,0,23,7,2,0,4275,37.06,4,30.87,2977,0,63.95,545,1211,1106,983,1307,926,0,0,2,756,1,32.38,1,383,54.75,0,67.11,51.14,50.62,51.83,33.37,5,45.28,41.17,45.59,28.44,4524,4185,7920,5713,44.51,0,46.36,58.89,1,3336,56.41,NA,NA,58.99,4,69.93,1
787,0,36,8,1,1,1865,36.11,4,44.73,1664,0,33.93,1166,1143,1296,640,NA,1297,0,1,3,3970,0,51.76,0,868,27.47,1,66.5,58.72,62.16,67.58,35.69,2,59.29,NA,NA,NA,994,501,1257,705,49.9,3,43.83,57.94,0,NA,56.34,2,0,47.17,2,54.59,NA
788,0,51,4,3,0,2427,64.29,2,61.22,1505,1,52.79,NA,1159,1201,1245,1019,689,1,0,2,1179,1,40.4,NA,1215,NA,5,54.08,NA,55.82,41.69,NA,4,50.78,60.24,39.77,52.66,1204,2356,2238,2468,53.32,4,69.41,40.37,1,1364,55.92,5,NA,46.27,4,40.69,NA
789,0,44,6,3,1,1417,43.29,5,47.74,776,1,44.12,NA,771,993,580,679,581,0,1,1,NA,0,49.21,0,684,50.37,1,37.2,57.05,52.14,41.72,48.49,4,50.21,49.18,50.65,NA,658,NA,897,728,37.7,3,31.38,NA,0,1373,55.76,NA,1,34.41,1,51.34,1
790,1,33,5,5,1,2077,35.99,3,NA,381,0,50.35,1203,4188,NA,1090,1098,1255,0,1,2,NA,1,31.09,NA,1510,46.41,4,57.25,30.38,51.92,44.68,61.08,3,43.89,61.83,52.29,47.81,528,630,430,259,48.71,5,41.4,63.97,1,2018,35.95,2,1,42.95,3,56.62,0
791,1,30,9,2,0,4327,56.46,3,48.69,1538,1,70.09,9274,7070,3842,5361,NA,3125,1,1,5,1160,1,66.63,0,3408,63.5,6,60.05,37.77,33.75,52.35,NA,4,48.28,NA,45.18,43.46,4375,2552,3098,1367,56.22,3,57.7,52.67,NA,2267,44.37,2,0,63.12,4,59.89,1
