"date","bib6","bio6","bib8","bio8"
1932-01-17,114,107,120,115
1932-01-18,114,107,120,115
1932-01-19,114,107,120,115
1932-01-20,114,107,120,115
1932-01-21,114,107,120,115
1932-01-22,114,107,120,115
1932-01-23,114,107,120,115
1932-01-24,114,107,120,115
1932-01-25,114,107,120,115
1932-01-26,114,107,120,115
1932-01-27,114,107,120,115
1932-01-28,114,107,120,115
1932-01-29,114,107,120,115
1932-01-30,114,107,120,115
1932-01-31,114,107,120,115
1932-02-01,114,107,120,115
1932-02-02,114,107,120,115
1932-02-03,114,107,120,115
1932-02-04,114,107,120,115
1932-02-05,114,107,120,115
1932-02-06,114,107,120,115
1932-02-07,114,107,120,115
1932-02-08,114,107,120,115
1932-02-09,114,107,120,115
1932-02-10,114,107,120,115
1932-02-11,114,107,120,115
1932-02-12,114,107,120,115
1932-02-13,114,108,120,115
1932-02-14,114,108,120,115
1932-02-15,114,108,120,115
1932-02-16,114,108,120,116
1932-02-17,114,108,120,116
1932-02-18,114,108,120,116
1932-02-19,114,108,120,116
1932-02-20,114,108,120,116
1932-02-21,114,108,120,116
1932-02-22,114,108,120,116
1932-02-23,114,108,120,116
1932-02-24,114,108,120,116
1932-02-25,114,108,120,116
1932-02-26,114,108,120,116
1932-02-27,114,108,120,116
1932-02-28,114,109,120,117
1932-02-29,114,109,120,117
1932-03-01,114,109,120,117
1932-03-02,114,109,120,117
1932-03-03,114,109,120,117
1932-03-04,114,109,120,117
1932-03-05,114,109,120,117
1932-03-06,114,109,120,117
1932-03-07,114,109,120,117
1932-03-08,114,109,120,117
1932-03-09,114,109,120,117
1932-03-10,114,109,120,117
1932-03-11,114,108,120,117
1932-03-12,114,108,120,117
1932-03-13,114,108,120,118
1932-03-14,114,108,120,118
1932-03-15,114,108,120,118
1932-03-16,114,108,120,119
1932-03-17,114,108,120,119
1932-03-18,114,108,120,119
1932-03-19,114,108,120,119
1932-03-20,114,108,120,119
1932-03-21,114,108,120,119
1932-03-22,114,108,120,119
1932-03-23,114,108,120,119
1932-03-24,114,108,120,119
1932-03-25,114,108,120,119
1932-03-26,114,108,120,119
1932-03-27,114,108,120,119
1932-03-28,114,108,120,119
1932-03-29,114,109,120,119
1932-03-30,114,109,120,119
1932-03-31,114,109,120,119
1932-04-01,114,109,120,119
1932-04-02,114,109,120,119
1932-04-03,114,109,120,119
1932-04-04,114,109,120,119
1932-04-05,114,109,120,119
1932-04-06,114,109,120,119
1932-04-07,114,109,120,119
1932-04-08,114,109,120,119
1932-04-09,114,109,120,119
1932-04-10,114,109,120,119
1932-04-11,114,109,120,119
1932-04-12,114,109,120,119
1932-04-13,114,109,120,119
1932-04-14,114,109,120,119
1932-04-15,114,109,120,119
1932-04-16,114,109,120,119
1932-04-17,114,109,120,119
1932-04-18,114,109,120,119
1932-04-19,114,109,120,119
1932-04-20,114,109,120,119
1932-04-21,114,109,120,119
1932-04-22,114,109,120,119
1932-04-23,114,109,120,119
1932-04-24,114,109,120,119
1932-04-25,114,109,120,119
1932-04-26,114,109,120,119
1932-04-27,114,109,120,119
1932-04-28,114,109,120,119
1932-04-29,114,109,120,119
1932-04-30,114,109,120,119
1932-05-01,114,109,120,119
1932-05-02,114,109,120,119
1932-05-03,114,109,120,119
1932-05-04,114,109,120,119
1932-05-05,114,109,120,119
1932-05-06,114,109,120,119
1932-05-07,114,109,120,119
1932-05-08,114,109,120,119
1932-05-09,114,109,120,119
1932-05-10,114,109,120,119
1932-05-11,114,110,120,119
1932-05-12,114,110,120,119
1932-05-13,114,110,120,119
1932-05-14,114,110,120,119
1932-05-15,114,110,120,119
1932-05-16,114,110,120,119
1932-05-17,114,110,120,119
1932-05-18,114,110,120,119
1932-05-19,114,110,120,119
1932-05-20,114,110,120,119
1932-05-21,114,110,120,119
1932-05-22,115,111,120,119
1932-05-23,115,111,120,119
1932-05-24,115,111,120,119
1932-05-25,115,111,120,119
1932-05-26,115,111,120,118
1932-05-27,115,111,120,118
1932-05-28,115,111,120,118
1932-05-29,115,111,120,118
1932-05-30,115,111,120,118
1932-05-31,115,111,120,118
1932-06-01,115,111,120,118
1932-06-02,115,112,120,118
1932-06-03,114,111,120,118
1932-06-04,114,111,120,118
1932-06-05,114,111,120,118
1932-06-06,114,111,120,118
1932-06-07,113,110,120,118
1932-06-08,113,111,120,118
1932-06-09,113,111,120,118
1932-06-10,113,111,120,118
1932-06-11,113,111,120,118
1932-06-12,113,111,120,118
1932-06-13,113,111,120,118
1932-06-14,113,111,120,118
1932-06-15,113,111,120,118
1932-06-16,113,111,120,118
1932-06-17,113,111,120,118
1932-06-18,113,111,120,118
1932-06-19,113,111,120,118
1932-06-20,113,111,120,118
1932-06-21,113,111,120,118
1932-06-22,113,111,120,118
1932-06-23,113,111,120,118
1932-06-24,113,111,120,118
1932-06-25,113,111,120,118
1932-06-26,113,111,120,118
1932-06-27,113,111,120,118
1932-06-28,113,111,120,118
1932-06-29,113,111,120,118
1932-06-30,113,111,120,118
1932-07-01,113,111,120,118
1932-07-02,113,111,121,119
1932-07-03,113,111,121,119
1932-07-04,113,111,121,119
1932-07-05,113,111,121,119
1932-07-06,112,110,121,119
1932-07-07,112,110,121,119
1932-07-08,112,110,121,119
1932-07-09,112,110,121,119
1932-07-10,112,110,121,119
1932-07-11,112,110,121,119
1932-07-12,112,110,121,119
1932-07-13,112,110,121,119
1932-07-14,112,110,121,119
1932-07-15,112,110,121,119
1932-07-16,112,110,121,119
1932-07-17,112,110,121,119
1932-07-18,112,110,121,119
1932-07-19,112,110,121,119
1932-07-20,112,110,121,119
1932-07-21,112,110,121,119
1932-07-22,112,110,121,119
1932-07-23,112,110,121,119
1932-07-24,112,110,121,119
1932-07-25,112,110,121,119
1932-07-26,112,110,121,119
1932-07-27,112,110,121,119
1932-07-28,112,110,121,119
1932-07-29,112,110,121,119
1932-07-30,112,110,121,119
1932-07-31,112,110,121,119
1932-08-01,112,110,121,119
1932-08-02,112,110,121,119
1932-08-03,112,110,121,119
1932-08-04,112,110,121,119
1932-08-05,112,110,121,119
1932-08-06,112,110,121,119
1932-08-07,112,110,121,119
1932-08-08,112,110,121,119
1932-08-09,112,110,121,119
1932-08-10,112,110,121,119
1932-08-11,112,110,121,119
1932-08-12,112,110,121,119
1932-08-13,112,110,121,119
1932-08-14,112,110,121,119
1932-08-15,112,110,121,119
1932-08-16,112,110,121,119
1932-08-17,112,110,121,119
1932-08-18,112,110,121,119
1932-08-19,112,110,121,119
1932-08-20,112,110,121,119
1932-08-21,112,110,121,119
1932-08-22,112,110,121,119
1932-08-23,112,110,121,119
1932-08-24,112,110,121,119
1932-08-25,112,110,121,119
1932-08-26,112,110,121,119
1932-08-27,112,110,121,119
1932-08-28,112,110,121,119
1932-08-29,112,110,121,119
1932-08-30,112,110,121,119
1932-08-31,112,110,121,119
1932-09-01,112,110,121,119
1932-09-02,112,110,121,119
1932-09-03,112,110,121,119
1932-09-04,112,110,121,119
1932-09-05,112,110,121,119
1932-09-06,112,110,121,119
1932-09-07,112,110,121,119
1932-09-08,112,110,121,119
1932-09-09,112,110,121,119
1932-09-10,112,110,121,119
1932-09-11,112,110,121,119
1932-09-12,112,110,121,119
1932-09-13,112,110,121,119
1932-09-14,112,110,121,119
1932-09-15,112,110,121,119
1932-09-16,112,110,121,119
1932-09-17,112,110,121,119
1932-09-18,112,110,121,119
1932-09-19,112,110,121,119
1932-09-20,112,110,121,119
1932-09-21,112,110,121,119
1932-09-22,112,110,121,119
1932-09-23,112,110,121,119
1932-09-24,112,110,121,119
1932-09-25,112,110,121,119
1932-09-26,112,110,121,119
1932-09-27,112,110,121,119
1932-09-28,112,110,121,119
1932-09-29,112,110,121,119
1932-09-30,112,110,121,119
1932-10-01,112,110,121,119
1932-10-02,112,110,121,119
1932-10-03,112,110,121,119
1932-10-04,112,110,121,119
1932-10-05,112,110,121,119
1932-10-06,112,110,121,119
1932-10-07,112,110,121,119
1932-10-08,112,110,121,119
1932-10-09,112,110,121,119
1932-10-10,112,110,121,119
1932-10-11,112,110,121,119
1932-10-12,112,110,121,119
1932-10-13,112,110,121,119
1932-10-14,112,110,121,119
1932-10-15,112,110,121,119
1932-10-16,112,110,121,119
1932-10-17,112,110,121,119
1932-10-18,112,110,121,119
1932-10-19,112,110,121,119
1932-10-20,112,110,121,119
1932-10-21,112,110,121,119
1932-10-22,112,110,121,119
1932-10-23,112,110,121,119
1932-10-24,112,110,121,119
1932-10-25,112,110,121,119
1932-10-26,112,110,121,119
1932-10-27,112,110,121,119
1932-10-28,112,110,121,119
1932-10-29,112,110,121,119
1932-10-30,112,110,121,119
1932-10-31,112,110,121,119
1932-11-01,112,110,120,118
1932-11-02,112,110,120,118
1932-11-03,112,110,120,118
1932-11-04,112,110,120,118
1932-11-05,112,110,120,118
1932-11-06,112,110,120,118
1932-11-07,112,110,120,118
1932-11-08,112,110,120,118
1932-11-09,112,110,120,118
1932-11-10,112,110,120,118
1932-11-11,112,110,120,118
1932-11-12,112,110,120,118
1932-11-13,112,110,120,118
1932-11-14,112,110,120,118
1932-11-15,112,110,120,118
1932-11-16,112,110,120,118
1932-11-17,112,110,120,118
1932-11-18,112,110,120,118
1932-11-19,112,110,120,118
1932-11-20,112,110,120,119
1932-11-21,112,110,120,119
1932-11-22,112,110,120,119
1932-11-23,112,110,121,120
1932-11-24,112,110,121,120
1932-11-25,112,110,121,120
1932-11-26,112,110,121,120
1932-11-27,112,110,121,120
1932-11-28,112,110,121,120
1932-11-29,112,110,121,120
1932-11-30,112,110,121,120
1932-12-01,112,110,121,120
1932-12-02,112,110,121,120
1932-12-03,112,110,121,120
1932-12-04,112,110,121,120
1932-12-05,112,110,121,120
1932-12-06,112,110,121,120
1932-12-07,112,110,121,120
1932-12-08,112,110,121,120
1932-12-09,112,110,121,120
1932-12-10,112,110,121,120
1932-12-11,112,110,121,120
1932-12-12,112,110,121,120
1932-12-13,112,110,121,120
1932-12-14,112,110,121,120
1932-12-15,112,110,121,120
1932-12-16,112,110,121,120
1932-12-17,112,110,121,120
1932-12-18,112,110,121,120
1932-12-19,112,110,121,120
1932-12-20,112,110,121,120
1932-12-21,112,110,121,120
1932-12-22,112,110,121,120
1932-12-23,112,110,121,120
1932-12-24,112,110,120,119
1932-12-25,112,110,120,119
1932-12-26,112,110,120,119
1932-12-27,112,110,120,119
1932-12-28,112,110,120,119
1932-12-29,112,110,120,119
1932-12-30,112,110,120,119
1932-12-31,112,110,120,119
1933-01-01,112,110,119,118
1933-01-02,112,110,119,118
1933-01-03,112,110,119,118
1933-01-04,112,110,119,118
1933-01-05,112,110,119,118
1933-01-06,112,110,119,118
1933-01-07,112,110,119,118
1933-01-08,112,110,119,118
1933-01-09,112,110,119,118
1933-01-10,112,110,118,117
1933-01-11,112,110,118,117
1933-01-12,112,110,118,117
1933-01-13,111,109,118,117
1933-01-14,111,109,118,117
1933-01-15,111,109,118,117
1933-01-16,111,109,118,117
1933-01-17,111,109,118,117
1933-01-18,111,109,118,117
1933-01-19,111,109,118,117
1933-01-20,111,109,118,117
1933-01-21,111,109,118,117
1933-01-22,111,109,118,117
1933-01-23,111,109,118,117
1933-01-24,111,109,118,117
1933-01-25,111,109,118,117
1933-01-26,111,109,118,117
1933-01-27,111,109,117,116
1933-01-28,111,109,117,116
1933-01-29,111,109,117,116
1933-01-30,111,109,117,116
1933-01-31,111,109,117,116
1933-02-01,111,109,117,116
1933-02-02,111,109,117,116
1933-02-03,111,109,117,116
1933-02-04,111,109,117,116
1933-02-05,111,109,117,116
1933-02-06,111,109,117,116
1933-02-07,111,109,117,116
1933-02-08,110,108,117,116
1933-02-09,110,108,117,116
1933-02-10,110,108,117,116
1933-02-11,110,108,115,114
1933-02-12,110,108,115,114
1933-02-13,110,108,115,114
1933-02-14,110,108,115,114
1933-02-15,110,108,115,114
1933-02-16,110,108,113,112
1933-02-17,110,108,113,112
1933-02-18,110,108,113,112
1933-02-19,109,107,113,112
1933-02-20,109,107,113,112
1933-02-21,109,107,113,112
1933-02-22,109,107,113,112
1933-02-23,109,107,113,112
1933-02-24,109,107,113,112
1933-02-25,109,107,113,112
1933-02-26,109,107,113,112
1933-02-27,109,107,113,112
1933-02-28,109,107,113,112
1933-03-01,109,107,113,112
1933-03-02,109,107,113,112
1933-03-03,109,107,113,112
1933-03-04,109,107,113,112
1933-03-05,109,107,113,112
1933-03-06,109,107,113,112
1933-03-07,109,107,112,111
1933-03-08,109,107,112,111
1933-03-09,109,107,112,111
1933-03-10,109,107,112,111
1933-03-11,109,107,112,111
1933-03-12,109,107,112,111
1933-03-13,109,107,112,111
1933-03-14,109,107,112,111
1933-03-15,109,107,112,111
1933-03-16,109,107,112,111
1933-03-17,109,107,112,111
1933-03-18,109,107,112,111
1933-03-19,108,106,112,111
1933-03-20,108,106,112,111
1933-03-21,108,106,112,111
1933-03-22,108,106,112,111
1933-03-23,108,106,112,111
1933-03-24,108,106,112,111
1933-03-25,108,106,112,111
1933-03-26,107,105,112,111
1933-03-27,107,105,112,111
1933-03-28,107,105,112,111
1933-03-29,107,105,112,111
1933-03-30,107,105,112,111
1933-03-31,107,105,112,111
1933-04-01,107,105,112,111
1933-04-02,107,105,112,111
1933-04-03,107,105,112,111
1933-04-04,107,105,112,111
1933-04-05,106,104,112,111
1933-04-06,106,104,112,111
1933-04-07,106,104,112,111
1933-04-08,106,104,112,111
1933-04-09,106,104,112,111
1933-04-10,106,104,112,111
1933-04-11,106,104,112,111
1933-04-12,106,104,112,111
1933-04-13,106,104,112,111
1933-04-14,106,104,112,111
1933-04-15,106,104,112,111
1933-04-16,106,104,112,111
1933-04-17,106,104,112,111
1933-04-18,106,104,112,111
1933-04-19,106,104,112,111
1933-04-20,106,104,112,111
1933-04-21,106,104,112,111
1933-04-22,106,104,112,111
1933-04-23,106,104,111,110
1933-04-24,106,104,111,110
1933-04-25,106,104,111,110
1933-04-26,106,104,111,110
1933-04-27,106,104,111,110
1933-04-28,106,104,111,110
1933-04-29,106,104,111,110
1933-04-30,105,103,111,110
1933-05-01,105,103,111,110
1933-05-02,105,103,111,110
1933-05-03,105,103,111,110
1933-05-04,105,103,111,110
1933-05-05,105,103,111,110
1933-05-06,105,103,111,110
1933-05-07,105,103,111,110
1933-05-08,105,103,111,110
1933-05-09,105,103,111,110
1933-05-10,105,103,111,110
1933-05-11,105,103,111,110
1933-05-12,105,103,111,110
1933-05-13,105,103,111,110
1933-05-14,105,103,111,110
1933-05-15,105,103,111,110
1933-05-16,105,103,111,110
1933-05-17,105,103,111,110
1933-05-18,105,103,111,110
1933-05-19,105,103,111,110
1933-05-20,104,102,111,110
1933-05-21,104,102,111,110
1933-05-22,104,102,111,110
1933-05-23,104,102,111,110
1933-05-24,104,102,111,110
1933-05-25,104,102,111,110
1933-05-26,104,102,111,110
1933-05-27,104,102,111,110
1933-05-28,104,102,111,110
1933-05-29,104,102,111,110
1933-05-30,104,102,111,110
1933-05-31,104,102,111,110
1933-06-01,104,102,111,110
1933-06-02,104,102,111,110
1933-06-03,104,102,111,110
1933-06-04,104,102,111,110
1933-06-05,104,102,111,110
1933-06-06,104,102,111,110
1933-06-07,104,102,111,110
1933-06-08,104,102,111,110
1933-06-09,104,102,111,110
1933-06-10,104,102,111,110
1933-06-11,104,102,111,110
1933-06-12,104,102,111,110
1933-06-13,104,102,111,110
1933-06-14,104,102,111,110
1933-06-15,104,102,111,110
1933-06-16,104,102,111,110
1933-06-17,104,102,111,110
1933-06-18,103,101,111,110
1933-06-19,103,101,111,110
1933-06-20,103,101,111,110
1933-06-21,103,101,111,110
1933-06-22,102,100,111,110
1933-06-23,102,100,111,110
1933-06-24,102,100,111,110
1933-06-25,102,100,111,110
1933-06-26,102,100,111,110
1933-06-27,102,100,111,110
1933-06-28,102,100,111,110
1933-06-29,102,100,111,110
1933-06-30,102,100,111,110
1933-07-01,102,100,111,110
1933-07-02,102,100,111,110
1933-07-03,102,100,111,110
1933-07-04,102,100,111,110
1933-07-05,102,100,111,110
1933-07-06,102,100,111,110
1933-07-07,102,100,111,110
1933-07-08,102,100,111,110
1933-07-09,102,100,111,110
1933-07-10,102,100,111,110
1933-07-11,102,100,111,110
1933-07-12,102,100,111,110
1933-07-13,102,100,111,110
1933-07-14,102,100,111,110
1933-07-15,102,100,111,110
1933-07-16,102,100,111,110
1933-07-17,102,100,111,110
1933-07-18,102,100,111,110
1933-07-19,102,100,111,110
1933-07-20,102,100,111,110
1933-07-21,102,100,111,110
1933-07-22,102,100,111,110
1933-07-23,102,100,111,110
1933-07-24,102,100,111,110
1933-07-25,102,100,111,110
1933-07-26,102,100,111,110
1933-07-27,102,100,111,110
1933-07-28,102,100,111,110
1933-07-29,102,100,111,110
1933-07-30,102,100,111,110
1933-07-31,102,100,111,110
1933-08-01,102,100,111,110
1933-08-02,102,100,111,110
1933-08-03,102,100,111,110
1933-08-04,102,100,111,110
1933-08-05,102,100,111,110
1933-08-06,102,100,111,110
1933-08-07,102,100,111,110
1933-08-08,102,100,111,110
1933-08-09,102,100,111,110
1933-08-10,102,100,111,110
1933-08-11,102,100,111,110
1933-08-12,102,100,111,110
1933-08-13,102,100,111,110
1933-08-14,102,100,111,110
1933-08-15,102,100,111,110
1933-08-16,102,100,111,110
1933-08-17,102,100,111,110
1933-08-18,102,100,111,110
1933-08-19,102,100,111,110
1933-08-20,102,100,111,110
1933-08-21,102,100,111,110
1933-08-22,102,100,111,110
1933-08-23,102,100,111,110
1933-08-24,102,100,111,110
1933-08-25,102,100,111,110
1933-08-26,102,100,111,110
1933-08-27,102,100,111,110
1933-08-28,102,100,111,110
1933-08-29,102,100,111,110
1933-08-30,102,100,111,110
1933-08-31,102,100,111,110
1933-09-01,102,100,111,110
1933-09-02,102,100,111,110
1933-09-03,102,100,111,110
1933-09-04,102,100,111,110
1933-09-05,102,100,111,110
1933-09-06,102,100,111,110
1933-09-07,102,100,110,109
1933-09-08,102,100,110,109
1933-09-09,102,100,110,109
1933-09-10,102,100,110,109
1933-09-11,102,100,110,109
1933-09-12,102,100,110,109
1933-09-13,102,100,110,109
1933-09-14,102,100,110,109
1933-09-15,102,100,110,109
1933-09-16,102,100,110,109
1933-09-17,102,100,110,109
1933-09-18,102,100,110,109
1933-09-19,102,100,110,109
1933-09-20,102,100,110,109
1933-09-21,102,100,110,109
1933-09-22,102,100,111,110
1933-09-23,102,100,111,110
1933-09-24,102,100,111,110
1933-09-25,102,100,111,110
1933-09-26,102,100,111,110
1933-09-27,102,100,111,110
1933-09-28,102,100,111,110
1933-09-29,102,100,111,110
1933-09-30,102,100,111,110
1933-10-01,102,100,111,110
1933-10-02,102,100,111,110
1933-10-03,102,100,111,110
1933-10-04,102,100,111,110
1933-10-05,102,100,111,110
1933-10-06,102,100,111,110
1933-10-07,102,100,111,110
1933-10-08,102,100,111,110
1933-10-09,102,100,111,110
1933-10-10,102,100,111,110
1933-10-11,102,100,111,110
1933-10-12,102,100,111,110
1933-10-13,102,100,111,110
1933-10-14,102,100,111,110
1933-10-15,102,100,111,110
1933-10-16,102,100,111,110
1933-10-17,102,100,111,110
1933-10-18,102,100,111,110
1933-10-19,102,100,111,110
1933-10-20,102,100,111,110
1933-10-21,102,100,111,110
1933-10-22,102,100,111,110
1933-10-23,102,100,111,110
1933-10-24,102,100,111,110
1933-10-25,102,100,111,110
1933-10-26,102,100,111,110
1933-10-27,102,100,111,110
1933-10-28,102,100,111,110
1933-10-29,102,100,111,110
1933-10-30,102,100,111,110
1933-10-31,102,100,111,110
1933-11-01,102,100,111,110
1933-11-02,102,100,111,110
1933-11-03,102,100,111,110
1933-11-04,102,100,111,110
1933-11-05,102,100,111,110
1933-11-06,102,100,111,110
1933-11-07,102,100,111,110
1933-11-08,102,100,111,110
1933-11-09,102,100,111,110
1933-11-10,102,100,111,110
1933-11-11,102,100,111,110
1933-11-12,102,100,111,110
1933-11-13,102,100,111,110
1933-11-14,102,100,111,110
1933-11-15,102,100,111,110
1933-11-16,102,100,111,110
1933-11-17,102,100,111,110
1933-11-18,102,100,111,110
1933-11-19,102,100,111,110
1933-11-20,102,100,111,110
1933-11-21,102,100,111,110
1933-11-22,102,100,111,110
1933-11-23,102,100,111,110
1933-11-24,102,100,111,110
1933-11-25,102,100,111,110
1933-11-26,102,100,111,110
1933-11-27,102,100,111,110
1933-11-28,102,100,111,110
1933-11-29,102,100,111,110
1933-11-30,102,101,111,110
1933-12-01,102,101,111,110
1933-12-02,102,101,111,110
1933-12-03,102,101,111,110
1933-12-04,102,101,111,110
1933-12-05,102,101,111,110
1933-12-06,102,102,111,110
1933-12-07,102,102,111,110
1933-12-08,102,102,111,110
1933-12-09,102,102,111,110
1933-12-10,102,102,111,110
1933-12-11,102,102,111,110
1933-12-12,102,102,111,110
1933-12-13,102,102,111,110
1933-12-14,102,102,111,110
1933-12-15,102,102,111,110
1933-12-16,102,102,111,110
1933-12-17,102,102,111,110
1933-12-18,102,102,111,110
1933-12-19,102,102,111,110
1933-12-20,102,102,111,110
1933-12-21,102,102,111,110
1933-12-22,102,102,111,110
1933-12-23,102,102,111,110
1933-12-24,102,102,111,110
1933-12-25,102,102,111,110
1933-12-26,102,102,111,110
1933-12-27,102,102,111,110
1933-12-28,102,102,111,110
1933-12-29,102,102,111,110
1933-12-30,102,102,111,110
1933-12-31,102,102,111,110
1934-01-01,102,102,111,110
1934-01-02,102,102,111,110
1934-01-03,102,102,111,110
1934-01-04,102,102,111,110
1934-01-05,102,102,111,110
1934-01-06,102,102,111,110
1934-01-07,102,102,111,110
1934-01-08,102,102,111,110
1934-01-09,102,102,111,110
1934-01-10,102,102,111,110
1934-01-11,102,102,111,110
1934-01-12,102,102,111,110
1934-01-13,102,102,110,109
1934-01-14,102,102,110,109
1934-01-15,102,102,110,109
1934-01-16,102,102,110,109
1934-01-17,102,102,110,109
1934-01-18,102,102,110,109
1934-01-19,102,102,110,109
1934-01-20,102,102,110,109
1934-01-21,102,102,110,109
1934-01-22,102,102,110,109
1934-01-23,102,102,110,109
1934-01-24,102,102,110,109
1934-01-25,102,102,110,109
1934-01-26,102,102,110,109
1934-01-27,102,102,110,109
1934-01-28,102,102,110,109
1934-01-29,102,102,110,109
1934-01-30,102,102,110,109
1934-01-31,102,102,110,109
1934-02-01,102,102,110,109
1934-02-02,102,102,110,109
1934-02-03,102,102,110,109
1934-02-04,102,102,110,109
1934-02-05,102,102,110,109
1934-02-06,102,102,110,109
1934-02-07,102,102,110,109
1934-02-08,102,102,110,109
1934-02-09,102,102,110,109
1934-02-10,102,102,110,109
1934-02-11,102,102,110,109
1934-02-12,102,102,110,109
1934-02-13,102,102,110,109
1934-02-14,102,102,110,109
1934-02-15,102,102,110,109
1934-02-16,102,102,110,109
1934-02-17,102,102,110,109
1934-02-18,102,102,110,109
1934-02-19,102,102,110,109
1934-02-20,102,102,110,109
1934-02-21,102,102,110,109
1934-02-22,102,102,110,109
1934-02-23,102,102,110,109
1934-02-24,102,102,110,109
1934-02-25,102,102,110,109
1934-02-26,102,102,110,109
1934-02-27,102,102,110,109
1934-02-28,102,102,110,109
1934-03-01,102,102,110,109
1934-03-02,102,102,110,109
1934-03-03,102,102,110,109
1934-03-04,102,102,110,109
1934-03-05,102,102,110,109
1934-03-06,102,102,110,109
1934-03-07,102,102,110,109
1934-03-08,102,102,110,109
1934-03-09,102,102,110,109
1934-03-10,102,102,110,109
1934-03-11,102,102,110,109
1934-03-12,102,102,110,109
1934-03-13,102,102,110,109
1934-03-14,102,102,110,109
1934-03-15,102,102,110,109
1934-03-16,102,102,110,109
1934-03-17,102,102,110,109
1934-03-18,102,102,110,109
1934-03-19,102,102,110,109
1934-03-20,102,102,110,109
1934-03-21,102,102,110,109
1934-03-22,102,102,110,109
1934-03-23,102,102,110,109
1934-03-24,102,102,110,109
1934-03-25,102,102,110,109
1934-03-26,102,102,110,109
1934-03-27,102,102,110,109
1934-03-28,102,102,110,109
1934-03-29,102,102,110,109
1934-03-30,102,102,110,109
1934-03-31,102,102,110,109
1934-04-01,102,102,110,109
1934-04-02,102,102,110,109
1934-04-03,102,102,110,109
1934-04-04,102,102,110,109
1934-04-05,102,102,110,109
1934-04-06,102,102,110,109
1934-04-07,102,102,110,109
1934-04-08,102,102,110,109
1934-04-09,102,102,110,109
1934-04-10,102,102,110,109
1934-04-11,102,102,110,109
1934-04-12,102,102,110,109
1934-04-13,102,102,110,109
1934-04-14,102,102,110,109
1934-04-15,102,102,110,109
1934-04-16,102,102,110,109
1934-04-17,102,102,110,109
1934-04-18,102,102,110,109
1934-04-19,102,102,110,109
1934-04-20,102,102,110,109
1934-04-21,102,102,110,109
1934-04-22,102,102,110,109
1934-04-23,102,102,110,109
1934-04-24,102,102,110,109
1934-04-25,102,102,110,109
1934-04-26,102,102,110,109
1934-04-27,102,102,110,109
1934-04-28,102,102,110,109
1934-04-29,102,102,110,109
1934-04-30,102,102,110,109
1934-05-01,102,102,110,109
1934-05-02,102,102,110,109
1934-05-03,102,102,110,109
1934-05-04,102,102,110,109
1934-05-05,102,102,110,109
1934-05-06,102,102,110,109
1934-05-07,102,102,110,109
1934-05-08,102,102,110,109
1934-05-09,102,102,110,109
1934-05-10,102,102,110,109
1934-05-11,102,102,110,109
1934-05-12,102,102,110,109
1934-05-13,102,102,110,109
1934-05-14,102,102,110,109
1934-05-15,102,102,110,109
1934-05-16,102,102,110,109
1934-05-17,102,102,110,109
1934-05-18,102,102,110,109
1934-05-19,102,102,110,109
1934-05-20,102,102,110,109
1934-05-21,102,102,110,109
1934-05-22,102,102,110,109
1934-05-23,102,102,110,109
1934-05-24,102,102,110,109
1934-05-25,102,102,110,109
1934-05-26,102,102,110,109
1934-05-27,102,102,110,109
1934-05-28,102,102,110,109
1934-05-29,102,102,110,109
1934-05-30,102,102,110,109
1934-05-31,102,102,110,109
1934-06-01,102,102,110,109
1934-06-02,102,102,110,109
1934-06-03,102,102,110,109
1934-06-04,102,102,110,109
1934-06-05,102,102,110,109
1934-06-06,102,102,110,109
1934-06-07,102,102,110,109
1934-06-08,102,102,110,109
1934-06-09,102,102,110,109
1934-06-10,102,102,110,109
1934-06-11,102,102,110,109
1934-06-12,102,102,110,109
1934-06-13,102,102,110,109
1934-06-14,102,102,110,109
1934-06-15,102,102,110,109
1934-06-16,102,102,110,109
1934-06-17,102,102,110,109
1934-06-18,102,102,110,109
1934-06-19,102,102,110,109
1934-06-20,102,102,110,109
1934-06-21,102,102,110,109
1934-06-22,102,102,110,109
1934-06-23,102,102,110,109
1934-06-24,102,102,110,109
1934-06-25,102,102,110,109
1934-06-26,102,102,110,109
1934-06-27,102,102,110,109
1934-06-28,102,102,110,109
1934-06-29,102,102,110,109
1934-06-30,102,102,110,109
1934-07-01,102,102,109,108
1934-07-02,102,102,109,108
1934-07-03,102,102,109,108
1934-07-04,102,102,109,108
1934-07-05,102,102,109,108
1934-07-06,102,102,109,108
1934-07-07,102,102,109,108
1934-07-08,102,102,109,108
1934-07-09,102,102,109,108
1934-07-10,102,102,109,108
1934-07-11,102,102,109,108
1934-07-12,102,102,109,108
1934-07-13,102,102,109,108
1934-07-14,102,102,109,108
1934-07-15,102,102,109,108
1934-07-16,102,102,109,108
1934-07-17,102,102,109,108
1934-07-18,102,102,109,108
1934-07-19,102,102,109,108
1934-07-20,102,103,109,108
1934-07-21,102,103,109,108
1934-07-22,102,103,109,108
1934-07-23,102,103,109,108
1934-07-24,102,103,109,108
1934-07-25,102,103,109,108
1934-07-26,102,103,109,108
1934-07-27,102,103,109,108
1934-07-28,102,103,109,108
1934-07-29,102,103,109,108
1934-07-30,102,103,109,108
1934-07-31,102,103,109,108
1934-08-01,102,103,109,108
1934-08-02,102,103,109,108
1934-08-03,102,103,109,108
1934-08-04,102,103,109,108
1934-08-05,102,103,109,108
